cname,Value,Value_change,NBSAP,NBSAP_Lag_5,NBSAP_Lag_10,wdi_gdpcapcur,wdi_gdpcapgr,income_group,wdi_pop,wdi_popden,wb_region,fao_luagr,fao_luagrcrop,fao_lucrop,fh_fog,dr_ig,year_ind,start_value,pr_protected,KBA_protected,indig_pcnt,island,wdi_gini,ccodealp,fao_luforest,wdi_empagr,total_change
Afghanistan,0.837,-0.0010000000000000009,0,0,0,0.01835327752372022,NA,LIC,21.000256,32.19762353770909,South Asia,0.57939999,0.20610001,0.11939999999999999,NA,0,0,0.837,0.036372566,0,NA,0,NA,AFG,1.85,64.08779,-0.0020000000000000018
Afghanistan,0.837,0,0,0,0,0.02004623759260259,0.9270291284912132,LIC,22.64513,34.7195467856431,South Asia,0.58080002,0.20809999,0.1209,NA,0.013334398161818549,1,0.837,0.036372566,0,NA,0,NA,AFG,1.85,63.34015,-0.0020000000000000018
Afghanistan,0.837,0,0,0,0,0.02216576620929203,-2.497254638767927,LIC,23.553551,36.112339205495,South Asia,0.58150002,0.209,0.1216,NA,0.05335096546981304,2,0.837,0.036372566,0,NA,0,NA,AFG,1.85,63.05186,-0.0020000000000000018
Afghanistan,0.837,0,0,0,0,0.02550551070954832,7.321873841146413,LIC,24.411191,37.42727412109225,South Asia,0.58130001,0.20879999000000002,0.12140000000000001,0.25,0.08975988407501923,3,0.837,0.036372566,0,NA,0,NA,AFG,1.85,61.81535,-0.0020000000000000018
Afghanistan,0.837,0,0,0,0,0.02740006556909464,1.084988200682062,LIC,25.442944,39.00915934562961,South Asia,0.58119999,0.20870001,0.1213,0.3333333333333333,0.09325282934143582,4,0.837,0.036372566,0,NA,0,NA,AFG,1.85,61.01674,-0.0020000000000000018
Afghanistan,0.837,0,0,0,0,0.037507826147254994,11.80338266482977,LIC,25.903301,39.71497937844012,South Asia,0.58130001,0.20870001,0.1213,0.3333333333333333,0.1045346191791941,5,0.837,0.036372566,0,NA,0,NA,AFG,1.85,59.61623,-0.0020000000000000018
Afghanistan,0.837,0,0,0,0,0.038784928809783056,1.864754465709467,LIC,26.427199,40.51822056636463,South Asia,0.58130001,0.20879999000000002,0.12140000000000001,0.25,0.13494150919318582,6,0.837,0.036372566,0,NA,0,NA,AFG,1.85,58.90637,-0.0020000000000000018
Afghanistan,0.837,0,0,0,0,0.04438451505363317,17.14353432516856,LIC,27.385307,41.98719316805421,South Asia,0.58130001,0.20879999000000002,0.12140000000000001,0.08333333333333333,0.13987892918112987,7,0.837,0.036372566,0.0582,NA,0,NA,AFG,1.85,56.27216,-0.0020000000000000018
Afghanistan,0.837,0,0,0,0,0.05545947346178796,11.09921991662193,LIC,28.189672,43.22044677491069,South Asia,0.58130001,0.20879999000000002,0.12140000000000001,0.08333333333333333,0.16384452636580896,8,0.837,0.036372566,0.0582,NA,0,NA,AFG,1.85,53.78926,-0.0020000000000000018
Afghanistan,0.837,0,0,0,0,0.062191241381430756,-3.211364295678351,LIC,29.249157,44.84485074283612,South Asia,0.58130001,0.20879999000000002,0.12140000000000001,0.08333333333333333,0.18749266893472932,9,0.837,0.036372566,0.0582,NA,0,NA,AFG,1.85,52.67994,-0.0020000000000000018
Afghanistan,0.837,0,0,0,0,0.06631410528109367,8.247144252112548,LIC,30.466479,46.71125063244561,South Asia,0.58130001,0.20870001,0.1213,0.16666666666666666,0.19181667815250192,10,0.837,0.036372566,0.0582,NA,0,NA,AFG,1.85,50.17682,-0.0020000000000000018
Afghanistan,0.837,0,0,0,0,0.06519878619481084,2.002522145229221,LIC,31.541209,48.35902825690324,South Asia,0.58119999,0.20870001,0.1213,0.16666666666666666,0.19253273882841598,11,0.837,0.036372566,0.0582,NA,0,NA,AFG,1.85,47.64077,-0.0020000000000000018
Afghanistan,0.836,-0.0010000000000000009,1,0,0,0.06281468038884958,-0.9648033292406524,LIC,32.71621,50.16054152676203,South Asia,0.58119999,0.20870001,0.1213,0.16666666666666666,0.18647159696447715,12,0.837,0.036372566,0.0582,NA,0,NA,AFG,1.85,44.79854,-0.0020000000000000018
Afghanistan,0.836,0,1,0,0,0.059247616479325554,-1.666416415203912,LIC,33.753499,51.75091455468163,South Asia,0.58119999,0.20870001,0.1213,0.16666666666666666,0.20878253223929646,13,0.837,0.036372566,0.0582,NA,0,NA,AFG,1.85,44.65121,-0.0020000000000000018
Afghanistan,0.836,0,1,0,0,0.05202519549398212,-0.3458024969818894,LIC,34.636207,53.10428376492955,South Asia,0.58119999,0.20870001,0.1213,0.16666666666666666,0.19126026678960867,14,0.837,0.036372566,0.23329999999999998,NA,0,NA,AFG,1.85,44.37642,-0.0020000000000000018
Afghanistan,0.836,0,1,0,0,0.05301498626165404,-0.2535937818119862,LIC,35.643418,54.64854115879368,South Asia,0.58119999,0.20870001,0.1213,0.25,0.1935792671357429,15,0.837,0.036372566,0.2919,NA,0,NA,AFG,1.85,43.989,-0.0020000000000000018
Afghanistan,0.836,0,1,0,0,0.05020570992110885,-1.68857659267114,LIC,36.686784,56.24823145209512,South Asia,0.5827999899999999,0.2107,0.12279999999999999,0.25,0.20846597714074905,16,0.837,0.036372566,0.2919,NA,0,NA,AFG,1.85,44.39712,-0.0020000000000000018
Afghanistan,0.836,0,1,1,0,0.050052298078433054,0.9328333887095964,LIC,37.769499,57.90825169035463,South Asia,0.5827999899999999,0.2107,0.12279999999999999,0.25,0.2013345297312026,17,0.837,0.036372566,0.2919,NA,0,NA,AFG,1.85,44.51263,-0.0020000000000000018
Afghanistan,0.836,0,1,1,0,0.051686679735172575,-5.364665930962303,LIC,38.97223,59.75228063719853,South Asia,0.58740002,0.2101,0.1234,0.25,0.19531753917037642,18,0.837,0.036372566,0.46409999999999996,NA,0,NA,AFG,1.85,45.98341,-0.0020000000000000018
Afghanistan,0.836,0,1,1,0,0.03636740871130491,-22.92919443071466,LIC,40.099462,61.48055440565444,South Asia,0.58740002,0.2101,0.1234,0.08333333333333333,0.212858784433219,19,0.837,0.036372566,0.46409999999999996,NA,0,NA,AFG,1.85,NA,-0.0020000000000000018
Albania,0.883,-0.0030000000000000027,1,0,0,0.1425124218601421,4.85047533419143,LMIC,3.0510100000000002,111.3507299270073,Europe and Central Asia,0.41610000999999996,0.6132,0.2551,NA,0.4774183550204933,0,0.883,0.18591570000000002,NA,NA,0,31.7,ALB,28.17,48.8528,-0.051000000000000045
Albania,0.881,-0.0020000000000000018,1,0,0,0.1846120120812074,5.924211542457698,LMIC,3.039616,110.9348905109489,Europe and Central Asia,0.40909999999999996,0.62360001,0.2551,NA,0.46298645590938425,1,0.883,0.18591570000000002,NA,NA,0,NA,ALB,28.219999,48.5847,-0.051000000000000045
Albania,0.878,-0.0030000000000000027,1,1,0,0.2373581291700546,5.956569596182405,LMIC,3.026939,110.4722262773723,Europe and Central Asia,0.40950001,0.62299999,0.2551,NA,0.4825794999307971,2,0.883,0.18591570000000002,NA,NA,0,NA,ALB,28.26,48.06297,-0.051000000000000045
Albania,0.876,-0.0020000000000000018,1,1,0,0.2673787802960364,6.067882439357234,LMIC,3.011487,109.9082846715328,Europe and Central Asia,0.39310001,0.61189999,0.24049999,0.5,0.4807073347592879,3,0.883,0.18591570000000002,NA,NA,0,30.6,ALB,28.309999,47.29048,-0.051000000000000045
Albania,0.874,-0.0020000000000000018,1,1,0,0.2972743618181689,6.572922982363622,LMIC,2.992547,109.2170437956204,Europe and Central Asia,0.40880001,0.62950001,0.25730000000000003,0.5833333333333334,0.5357006087692614,4,0.883,0.18591570000000002,NA,NA,0,NA,ALB,28.360001,46.49306,-0.051000000000000045
Albania,0.872,-0.0020000000000000018,1,1,0,0.3595038302079969,6.78722893588666,LMIC,2.970017,108.3947810218978,Europe and Central Asia,0.40840000000000004,0.62380001,0.25469999,0.5833333333333334,0.5763745432551441,5,0.883,0.18591570000000002,NA,NA,0,NA,ALB,28.4,45.52278,-0.051000000000000045
Albania,0.869,-0.0030000000000000027,1,1,0,0.4370539711157367,8.328108422924302,MIC,2.947314,107.566204379562,Europe and Central Asia,0.43099998,0.5902000000000001,0.25440001,0.5833333333333334,0.5962577715288649,6,0.883,0.18591570000000002,NA,NA,0,30,ALB,28.450001,44.65603,-0.051000000000000045
Albania,0.866,-0.0030000000000000027,1,1,1,0.41141340406105803,4.053139863801519,MIC,2.927519,106.8437591240876,Europe and Central Asia,0.4384,0.57939999,0.254,0.5833333333333334,0.6349089016942826,7,0.883,0.18591570000000002,NA,NA,0,NA,ALB,28.5,44.05164,-0.051000000000000045
Albania,0.863,-0.0030000000000000027,1,1,1,0.4094349698835713,4.223083827210445,LMIC,2.913021,106.3146350364964,Europe and Central Asia,0.4384,0.57939999,0.254,0.5833333333333334,0.6567344574819801,8,0.883,0.18591570000000002,NA,NA,0,NA,ALB,28.540001,42.08441,-0.051000000000000045
Albania,0.86,-0.0030000000000000027,1,1,1,0.44371411463114785,2.821642455140051,MIC,2.905195,106.0290145985401,Europe and Central Asia,0.43830002,0.57950001,0.254,0.5,0.6076063805034562,9,0.883,0.18591570000000002,NA,NA,0,NA,ALB,28.59,45.38802,-0.051000000000000045
Albania,0.858,-0.0020000000000000018,1,1,1,0.42476313562470897,1.584872814510192,MIC,2.900401,105.8540510948905,Europe and Central Asia,0.4384,0.57939999,0.254,0.5,0.5692036370239365,10,0.883,0.18591570000000002,NA,NA,0,29,ALB,28.65,45.99563,-0.051000000000000045
Albania,0.856,-0.0020000000000000018,1,1,1,0.44130633973892075,1.187234352861992,MIC,2.895092,105.6602919708029,Europe and Central Asia,0.43330002,0.58650002,0.2541,0.5,0.6126648155402032,11,0.883,0.18591570000000002,NA,NA,0,NA,ALB,28.700001,44.19803,-0.051000000000000045
Albania,0.853,-0.0030000000000000027,1,1,1,0.45786332081215486,1.985388091803841,MIC,2.889104,105.4417518248175,Europe and Central Asia,0.42860001,0.5927,0.254,0.5,0.6414478521088162,12,0.883,0.18591570000000002,NA,NA,0,34.6,ALB,28.75,42.25706,-0.051000000000000045
Albania,0.851,-0.0020000000000000018,1,1,1,0.3952803584108458,2.516827054171273,LMIC,2.880703,105.1351459854015,Europe and Central Asia,0.42860001,0.5927999899999999,0.2541,0.5,0.6524004936070711,13,0.883,0.18591570000000002,NA,NA,0,32.8,ALB,28.799999,41.28352,-0.051000000000000045
Albania,0.849,-0.0020000000000000018,1,1,1,0.412405538986272,3.480293216713861,MIC,2.876101,104.9671897810219,Europe and Central Asia,0.43130001,0.59529999,0.2568,0.5833333333333334,0.6160975831051957,14,0.883,0.18591570000000002,NA,NA,0,33.7,ALB,28.799999,40.04085,-0.051000000000000045
Albania,0.847,-0.0020000000000000018,1,1,1,0.45310322067589276,3.898112267466928,MIC,2.873457,104.8706934306569,Europe and Central Asia,0.42860001,0.5929000099999999,0.2541,0.5833333333333334,0.6289486856614318,15,0.883,0.18591570000000002,NA,NA,0,33.1,ALB,28.790001,38.07835,-0.051000000000000045
Albania,0.843,-0.0040000000000000036,1,1,1,0.5287660816997308,4.276311551052927,MIC,2.866376,104.6122627737226,Europe and Central Asia,0.42849998,0.5927999899999999,0.254,0.5833333333333334,0.6205962485814613,16,0.883,0.18591570000000002,NA,NA,0,30.1,ALB,28.790001,37.28573,-0.051000000000000045
Albania,0.841,-0.0020000000000000018,1,1,1,0.5396214226909946,2.523540842805659,MIC,2.854191,104.1675547445255,Europe and Central Asia,0.42849998,0.5927999899999999,0.254,0.5833333333333334,0.6249084591318146,17,0.883,0.18591570000000002,NA,NA,0,30.1,ALB,28.790001,36.41685,-0.051000000000000045
Albania,0.838,-0.0030000000000000027,1,1,1,0.5343037703995598,-2.745238677571038,MIC,2.837849,103.5711313868613,Europe and Central Asia,0.42540000999999994,0.58990002,0.2509,0.5833333333333334,0.5947343941559685,18,0.883,0.18591570000000002,NA,NA,0,29.4,ALB,28.790001,35.54197,-0.051000000000000045
Albania,0.835,-0.0030000000000000027,1,1,1,0.6377203095537528,9.922713708053648,MIC,2.811666,102.6155474452555,Europe and Central Asia,0.41470001,0.605,0.2509,0.5833333333333334,0.6250643604564557,19,0.883,0.18591570000000002,NA,NA,0,NA,ALB,28.790001,34.61804,-0.051000000000000045
Algeria,0.911,0,0,0,0,0.1794811114231999,4.185160103996949,LMIC,31.624696,13.27797996422783,Middle East and North Africa,0.1673,0.2059,0.0345,NA,0.36302394778674385,0,0.911,0.046404360000000006,0.2391,0.921,0,NA,DZA,0.69,21.73323,-0.0020000000000000018
Algeria,0.91,-0.0010000000000000009,0,0,0,0.2117048228992867,5.75804170531535,LMIC,32.055883,13.45901861664161,Middle East and North Africa,0.1675,0.2066,0.0346,NA,0.3760028267628198,1,0.911,0.046404360000000006,0.2621,0.921,0,NA,DZA,0.70999998,21.72203,-0.0020000000000000018
Algeria,0.91,0,0,0,0,0.262479523151946,2.842493638536055,LMIC,32.510186,13.64976277847288,Middle East and North Africa,0.17280000999999998,0.2016,0.0348,NA,0.39036912108533106,2,0.911,0.046404360000000006,0.3207,0.921,0,NA,DZA,0.72000003,21.34046,-0.0020000000000000018
Algeria,0.91,0,1,0,0,0.3131328175652422,4.465245065242968,LMIC,32.95669,13.83723244350769,Middle East and North Africa,0.17299999,0.20290001,0.0351,0.25,0.42912440035184307,3,0.911,0.046404360000000006,0.336,0.921,0,NA,DZA,0.73000002,19.44116,-0.0020000000000000018
Algeria,0.91,0,1,0,0,0.3500134609887463,0.2448737378945509,LMIC,33.43508,14.03808979989419,Middle East and North Africa,0.17290001,0.2034,0.0352,0.25,0.4439101845257613,4,0.911,0.046404360000000006,0.336,0.921,0,NA,DZA,0.75,17.85444,-0.0020000000000000018
Algeria,0.91,0,1,0,0,0.3971803488282229,1.730369330835728,LMIC,33.983827,14.26848732439309,Middle East and North Africa,0.1732,0.2034,0.0352,0.25,0.459967811076439,5,0.911,0.046404360000000006,0.336,0.921,0,NA,DZA,0.75999999,16.20978,-0.0020000000000000018
Algeria,0.911,0.0010000000000000009,1,0,0,0.4946564017207589,0.6648815757757518,MIC,34.569592,14.51442726745992,Middle East and North Africa,0.1734,0.20329999999999998,0.0353,0.25,0.4652312161016939,6,0.911,0.046404360000000006,0.4006,0.921,0,NA,DZA,0.77999997,14.71542,-0.0020000000000000018
Algeria,0.911,0,1,0,0,0.389847880576084,-0.208351661495513,LMIC,35.196037,14.77744716047931,Middle East and North Africa,0.17370001,0.20299999,0.0353,0.25,0.47554161730316097,7,0.911,0.046404360000000006,0.41600000000000004,0.921,0,NA,DZA,0.79000002,13.32389,-0.0020000000000000018
Algeria,0.911,0,1,1,0,0.4495921455483428,1.692170099696867,MIC,35.856344,15.05468439040365,Middle East and North Africa,0.17370001,0.20329999999999998,0.0353,0.25,0.4869416486783213,8,0.911,0.046404360000000006,0.41600000000000004,0.921,0,NA,DZA,0.81,11.99493,-0.0020000000000000018
Algeria,0.911,0,1,1,0,0.5473281801103244,0.9649775751273636,MIC,36.543541,15.34321168557441,Middle East and North Africa,0.17379999000000002,0.20350000000000001,0.0354,0.25,0.47872976116258875,9,0.911,0.046404360000000006,0.42369999999999997,0.921,0,27.6,DZA,0.81,10.77196,-0.0020000000000000018
Algeria,0.911,0,1,1,0,0.5610733306103323,1.410226662726927,MIC,37.260563,15.64426133834927,Middle East and North Africa,0.17379999000000002,0.20360001,0.0354,0.25,0.469724319563204,10,0.911,0.046404360000000006,0.42369999999999997,0.921,0,NA,DZA,0.81,10.87523,-0.0020000000000000018
Algeria,0.91,-0.0010000000000000009,1,1,0,0.551977757552373,0.7979678124249858,MIC,38.000626,15.95498501095837,Middle East and North Africa,0.174,0.20360001,0.0354,0.25,0.46768779760526924,11,0.911,0.046404360000000006,0.42369999999999997,0.921,0,NA,DZA,0.81,10.99006,-0.0020000000000000018
Algeria,0.91,0,1,1,0,0.551622946321562,1.76594123137923,MIC,38.760168,16.27388715812809,Middle East and North Africa,0.174,0.20370001,0.0354,0.25,0.4703092606136434,12,0.911,0.046404360000000006,0.42369999999999997,0.921,0,NA,DZA,0.81999999,9.312096,-0.0020000000000000018
Algeria,0.91,0,1,1,1,0.4197419971018676,1.646657259157095,MIC,39.543154,16.60262555836256,Middle East and North Africa,0.1741,0.2041,0.0355,0.25,0.47624745346677533,13,0.911,0.046404360000000006,0.42369999999999997,0.921,0,NA,DZA,0.81999999,9.562264,-0.0020000000000000018
Algeria,0.91,0,1,1,1,0.3967200659521072,1.163147577458346,LMIC,40.339329,16.93690833722055,Middle East and North Africa,0.17370001,0.20350000000000001,0.0353,0.25,0.4674464571375251,14,0.911,0.046404360000000006,0.42369999999999997,0.921,0,NA,DZA,0.81999999,9.86951,-0.0020000000000000018
Algeria,0.91,0,1,1,1,0.4134936098981946,-0.6631711934028317,MIC,41.136546,17.27162861117141,Middle East and North Africa,0.17360001,0.2052,0.035599999,0.25,0.4668167950897394,15,0.911,0.046404360000000006,0.42369999999999997,0.921,0,NA,DZA,0.81999999,10.16129,-0.0020000000000000018
Algeria,0.91,0,1,1,1,0.4171795309035324,-0.7079504811735546,MIC,41.927007,17.60351230465445,Middle East and North Africa,0.17360001,0.20549999,0.035699999,0.25,0.4682265784308246,16,0.911,0.046404360000000006,0.42369999999999997,0.921,0,NA,DZA,0.81,10.00731,-0.0020000000000000018
Algeria,0.91,0,1,1,1,0.4021983607966034,-0.8408566578989962,LMIC,42.705368,17.93031568084019,Middle East and North Africa,0.17350000000000002,0.20600000000000002,0.035699999,0.25,0.46423440111223496,17,0.911,0.046404360000000006,0.435,0.921,0,NA,DZA,0.81,9.940742,-0.0020000000000000018
Algeria,0.909,-0.0010000000000000009,1,1,1,0.3354157302651145,-6.729941650752281,LMIC,43.451666,18.24365705590994,Middle East and North Africa,0.17350000000000002,0.20600000000000002,0.035699999,0.25,0.45247754625137593,18,0.911,0.046404360000000006,0.435,0.921,0,NA,DZA,0.81999999,10.5245,-0.0020000000000000018
Algeria,0.909,0,1,1,1,0.3700311194608566,1.700063767414477,LMIC,44.177969,18.54860331161113,Middle East and North Africa,0.17350000000000002,0.20600000000000002,0.035699999,0.25,0.4478697693374012,19,0.911,0.046404360000000006,0.435,0.921,0,NA,DZA,0.81999999,10.32379,-0.0020000000000000018
Andorra,0.913,0,0,0,0,2.47849637863048,0.0767023575421746,UIC,0.070849,150.7425531914893,Europe and Central Asia,0.48619999,0.037200000000000004,0.018099999,NA,0.3303336033484108,0,0.913,0.26857265,0.1051,NA,0,NA,AND,34.040001,NA,-0.0030000000000000027
Andorra,0.912,-0.0010000000000000009,0,0,0,3.195415565589441,4.196837093695009,UIC,0.073907,157.2489361702128,Europe and Central Asia,0.48639999,0.037599999999999995,0.0183,NA,0.3257166063830221,1,0.913,0.26857265,0.262,NA,0,NA,AND,34.040001,NA,-0.0030000000000000027
Andorra,0.912,0,0,0,0,3.763076426395544,3.882383777314956,UIC,0.076933,163.6872340425532,Europe and Central Asia,0.48529998999999996,0.0355,0.0172,NA,0.3688678862281036,2,0.913,0.26857265,0.262,NA,0,NA,AND,34.040001,NA,-0.0030000000000000027
Andorra,0.912,0,0,0,0,3.9583931194206534,1.578040218905258,UIC,0.079826,169.8425531914894,Europe and Central Asia,0.46380001,0.036700001,0.017,1,0.36779203365969415,3,0.913,0.26857265,0.262,NA,0,NA,AND,34.040001,NA,-0.0030000000000000027
Andorra,0.912,0,0,0,0,4.308429291233779,4.29262143453559,UIC,0.080221,170.6829787234043,Europe and Central Asia,0.46340000000000003,0.035799999,0.0166,1,0.30329227197178726,4,0.913,0.26857265,0.262,NA,0,NA,AND,34.040001,NA,-0.0030000000000000027
Andorra,0.912,0,0,0,0,5.056286120733338,4.220375420398966,UIC,0.078168,166.3148936170213,Europe and Central Asia,0.44189999,0.0371,0.016399999999999998,1,0.32873297243903243,5,0.913,0.26857265,0.262,NA,0,NA,AND,34.040001,NA,-0.0030000000000000027
Andorra,0.912,0,0,0,0,5.372141132754605,-2.93538202686689,UIC,0.076055,161.8191489361702,Europe and Central Asia,0.44169998,0.036600001,0.016200000000000003,1,0.3921644824789638,6,0.913,0.26857265,0.262,NA,0,NA,AND,34.040001,NA,-0.0030000000000000027
Andorra,0.912,0,0,0,0,4.975069367045244,-2.478037072314805,UIC,0.073852,157.131914893617,Europe and Central Asia,0.44189999,0.0371,0.016399999999999998,1,0.4081049918887534,7,0.913,0.26857265,0.262,NA,0,NA,AND,34.040001,NA,-0.0030000000000000027
Andorra,0.912,0,0,0,0,4.823789117344233,1.2226877027027,UIC,0.071519,152.168085106383,Europe and Central Asia,0.42060001,0.038900001,0.016399999999999998,1,0.4042890599757298,8,0.913,0.26857265,0.262,NA,0,NA,AND,34.040001,NA,-0.0030000000000000027
Andorra,0.912,0,0,0,0,5.1428196954860645,1.340893892411032,UIC,0.070567,150.1425531914894,Europe and Central Asia,0.42060001,0.038900001,0.016399999999999998,1,0.3464712869308785,9,0.913,0.26857265,0.262,NA,0,NA,AND,34.040001,NA,-0.0030000000000000027
Andorra,0.912,0,0,0,0,4.490238076539464,-5.571255543152105,UIC,0.071013,151.0914893617021,Europe and Central Asia,0.39909999999999995,0.04050000200000001,0.016200000000000003,1,0.3673140452056572,10,0.913,0.26857265,0.262,NA,0,NA,AND,34.040001,NA,-0.0030000000000000027
Andorra,0.912,0,0,0,0,4.47477538640509,-4.026027034269845,UIC,0.071367,151.8446808510638,Europe and Central Asia,0.40020000000000006,0.043099999,0.0172,1,0.3553010977947915,11,0.913,0.26857265,0.262,NA,0,NA,AND,34.040001,NA,-0.0030000000000000027
Andorra,0.912,0,0,0,0,4.568053499003791,2.140938982247789,UIC,0.071621,152.3851063829787,Europe and Central Asia,0.4,0.042600002000000005,0.017,1,0.33629632303749923,12,0.913,0.26857265,0.262,NA,0,NA,AND,34.040001,NA,-0.0030000000000000027
Andorra,0.912,0,0,0,0,3.888553032371794,1.257416012691493,UIC,0.071746,152.6510638297872,Europe and Central Asia,0.40020000000000006,0.043099999,0.0172,1,0.3771162041908866,13,0.913,0.26857265,0.262,NA,0,NA,AND,34.040001,NA,-0.0030000000000000027
Andorra,0.911,-0.0010000000000000009,1,0,0,3.9931216981910547,2.574504587746659,UIC,0.07254,154.3404255319149,Europe and Central Asia,0.40040001,0.043600001,0.0174,1,0.3810843044321251,14,0.913,0.26857265,0.262,NA,0,NA,AND,34.040001,NA,-0.0030000000000000027
Andorra,0.911,0,1,0,0,4.06322315536054,-1.416579020358611,UIC,0.073837,157.1,Europe and Central Asia,0.40040001,0.043600001,0.0174,1,0.39999485476155233,15,0.913,0.26857265,0.262,NA,0,NA,AND,34.040001,NA,-0.0030000000000000027
Andorra,0.911,0,1,0,0,4.290482845551136,-0.0038702955573626,UIC,0.075013,159.6021276595745,Europe and Central Asia,0.4007,0.044299998,0.0177,1,0.4087154792279888,16,0.913,0.26857265,0.262,NA,0,NA,AND,34.040001,NA,-0.0030000000000000027
Andorra,0.911,0,1,0,0,4.132860049934515,0.2382965695025234,UIC,0.076343,162.431914893617,Europe and Central Asia,0.4,0.042600002000000005,0.017,1,0.4633815238685092,17,0.913,0.26857265,0.262,NA,0,NA,AND,34.040001,NA,-0.0030000000000000027
Andorra,0.91,-0.0010000000000000009,1,0,0,3.720722200000948,-12.73507756111721,UIC,0.0777,165.3191489361702,Europe and Central Asia,0.39950001,0.041399999,0.0165,0.9166666666666666,0.4615838836979416,18,0.913,0.26857265,0.262,NA,0,NA,AND,34.040001,NA,-0.0030000000000000027
Andorra,0.91,0,1,1,0,4.207234110346299,6.459440531800183,UIC,0.079034,168.1574468085106,Europe and Central Asia,0.39909999999999995,0.040300002,0.0161,0.9166666666666666,0.46559779934913326,19,0.913,0.26857265,0.262,NA,0,NA,AND,34.040001,NA,-0.0030000000000000027
Angola,0.929,0,0,0,0,0.08726576380458995,9.937307248873012,LIC,17.516139,14.05000320847036,Sub-Saharan Africa,0.35639999000000006,0.074299998,0.026500001000000002,NA,0.2184566299575691,0,0.929,0.069714265,0.2805,0.769,0,NA,AGO,61.439999,36.57058,-0.0010000000000000009
Angola,0.929,0,0,0,0,0.09828055896447097,-0.4660607480260666,LIC,18.124342,14.53785353332799,Sub-Saharan Africa,0.35689999,0.07869999899999999,0.028099999,NA,0.23743791232369765,1,0.929,0.069714265,0.2805,0.769,0,NA,AGO,61,36.50583,-0.0010000000000000009
Angola,0.929,0,0,0,0,0.12546961261224301,7.127076555081288,LMIC,18.771125,15.05664955482474,Sub-Saharan Africa,0.35540001,0.079000001,0.028099999,NA,0.2362597546644765,2,0.929,0.069714265,0.2805,0.769,0,NA,AGO,60.549999,36.16634,-0.0010000000000000009
Angola,0.929,0,0,0,0,0.1900723816507105,11.00956558234478,LMIC,19.450959,15.60195636480308,Sub-Saharan Africa,0.35439999,0.079200001,0.028099999,0.08333333333333333,0.2440797075393694,3,0.929,0.069714265,0.2805,0.769,0,NA,AGO,60.110001,38.11551,-0.0010000000000000009
Angola,0.929,0,1,0,0,0.2597963584842715,7.614219205211342,LMIC,20.16234,16.17256757840699,Sub-Saharan Africa,0.35400002,0.079299998,0.028099999,0.08333333333333333,0.2549310633996521,4,0.929,0.069714265,0.2805,0.769,0,NA,AGO,59.66,40.20257,-0.0010000000000000009
Angola,0.929,0,1,0,0,0.3121348735206813,9.935108698916778,LMIC,20.909684,16.77202534691586,Sub-Saharan Africa,0.35490002,0.081400003,0.028900000999999998,0.08333333333333333,0.2671097918325276,5,0.929,0.069714265,0.2805,0.769,0,NA,AGO,59.209999,42.24765,-0.0010000000000000009
Angola,0.929,0,1,0,0,0.4081717497195369,7.163046017702172,LMIC,21.691522,17.39915135958931,Sub-Saharan Africa,0.35450001,0.08149999599999999,0.028900000999999998,0.08333333333333333,0.27338912658797765,6,0.929,0.069714265,0.2805,0.769,0,42.7,AGO,58.77,44.39021,-0.0010000000000000009
Angola,0.929,0,1,0,0,0.3123698898299373,-2.797289985628623,LMIC,22.507674,18.05380123526109,Sub-Saharan Africa,0.35799999,0.094899998,0.034000001,0.08333333333333333,0.28453008201438124,7,0.929,0.069714265,0.2805,0.769,0,NA,AGO,58.32,46.5077,-0.0010000000000000009
Angola,0.929,0,1,0,0,0.3496784796080321,0.5712209408482067,LMIC,23.364185,18.74082377476538,Sub-Saharan Africa,0.35970001,0.098900003,0.035599999,0.08333333333333333,0.2948170957683592,8,0.929,0.069714265,0.2805,0.769,0,NA,AGO,57.880001,48.36756,-0.0010000000000000009
Angola,0.929,0,1,1,0,0.4511153227190339,-0.3450624353356915,MIC,24.259111,19.45865966150638,Sub-Saharan Africa,0.36349998,0.10890000000000001,0.039599999999999996,0.08333333333333333,0.30218382689642814,9,0.929,0.069714265,0.2805,0.769,0,NA,AGO,57.43,51.21802,-0.0010000000000000009
Angola,0.929,0,1,1,0,0.4962552071900818,4.53805378017384,MIC,25.188292,20.20397208630785,Sub-Saharan Africa,0.36340000000000006,0.1094,0.0397,0.08333333333333333,0.2958294124377564,10,0.929,0.069714265,0.2805,0.769,0,NA,AGO,56.990002,53.32123,-0.0010000000000000009
Angola,0.929,0,1,1,0,0.5101983876411283,1.106331034626521,MIC,26.147002,20.97297024143739,Sub-Saharan Africa,0.36490002,0.11289999999999999,0.041199999,0.08333333333333333,0.29069565782653134,11,0.929,0.069714265,0.2805,0.769,0,NA,AGO,56.540001,55.51637,-0.0010000000000000009
Angola,0.929,0,1,1,0,0.5059080441288163,1.030729117966715,MIC,27.128337,21.76011630705061,Sub-Saharan Africa,0.36639999,0.11630000000000001,0.042600002000000005,0.08333333333333333,0.2827794566100483,12,0.929,0.069714265,0.2805,0.769,0,NA,AGO,56.099998,57.59966,-0.0010000000000000009
